"","number","Assignees","City","Country","date","year"
"1740","4,420,476","Averst McKenna & Harrison, Inc.","Montreal"," CA","       May 24",1982
"1741","3,968,086","Atara Corporation ","Quebec"," CA","       March 13",1975
"1742","6,680,321","AstraZeneca Canada, Inc.","Mississauga"," CA","       August 2",2000
"1743","6,562,945","AstraZeneca Canada Inc.","Mississauga"," CA","       January 7",1998
"1744","6,441,133","AstraZeneca Canada Inc.","Mississauga"," CA","       January 27",1998
"1745","8,168,668","AstraZeneca AB ","Sodertalje"," SE","       October 14",2009
"1746","8,129,393","AstraZeneca AB ","Sodertalje"," SE","       December 22",2009
"1747","8,119,661","AstraZeneca AB ","Sodertalje"," SE","       September 8",2008
"1748","7,915,413","AstraZeneca AB ","Sodertalje"," SE","       May 3",2007
"1749","7,868,181","AstraZeneca AB ","Sodertalje"," SE","       November 20",2008
"1750","7,618,993","AstraZeneca AB ","Sodertalje"," SE","       December 21",2006
"1751","7,615,642","AstraZeneca AB ","Sodertalje"," SE","       April 16",2007
"1752","7,407,968","AstraZeneca AB ","Sodertalje"," SE","       October 15",2003
"1753","7,396,834","AstraZeneca AB ","Sodertalje"," SE","       November 5",2003
"1754","7,253,173","AstraZeneca AB ","Sodertalje"," SE","       November 5",2003
"1755","7,241,764","AstraZeneca AB ","Sodertalje"," SE","       November 5",2003
"1756","7,229,994","AstraZeneca AB ","Sodertalje"," SE","       May 16",2002
"1757","7,226,933","AstraZeneca AB ","Sodertalje"," SE","       May 16",2002
"1758","7,074,808","AstraZeneca AB ","Sodertalje"," SE","       May 16",2002
"1759","7,030,139","AstraZeneca AB ","Sodertalje"," SE","       April 18",2002
"1760","7,022,715","AstraZeneca AB ","Sodertalje"," SE","       May 16",2002
"1761","6,943,165","AstraZeneca AB ","Sodertalje"," SE","       September 3",2004
"1762","6,838,468","AstraZeneca AB ","Sodertalje"," SE","       November 13",2003
"1763","6,730,675","AstraZeneca AB ","Sodertalje"," SE","       February 12",2003
"1764","7,186,733","Astrazeneca AB ","Sodertalje"," SE","       May 16",2002
"1765","7,064,137","Astrazeneca AB ","Sodertalje"," SE","       May 16",2002
"1766","7,008,952","Astrazeneca AB ","Sodertalje"," SE","       May 16",2002
"1767","6,787,547","Astrazeneca AB ","Sodertalje"," SE","       January 21",2003
"1768","7,375,207","AstraZeneca A.B.","Sodertalje"," SE","       April 18",2006
"1769","6,130,222","Astra Pharma Inc.","CA","CA","       April 24",1997
"1770","4,131,671","Astra Lakemedel Aktiebolag ","Sodertalje"," SE","       July 5",1977
"1771","5,602,100","Astra AB ","Sodertalje"," SE","April 21",1994
"1772","6,034,097","Astra AB ","SE","SE","       October 6",1997
"1773","5,811,400","Astra AB ","SE","SE","       October 6",1995
"1774","5,786,447","Astra AB ","SE","SE","       May 31",1995
"1775","5,733,881","Astra AB ","SE","SE","       August 22",1995
"1776","7,622,059","Arkema France ","Colombes"," FR","       December 22",2006
"1777","6,232,340","Angiotech Pharmaceuticals, Inc.","Columbia"," CA","       April 22",1998
"1778","8,088,893","Angiogene Inc.","Quebec"," CA","       March 10",2009
"1779","7,608,698","Angiogene Inc.","Montreal"," Quebec, CA","       May 23",2002
"1780","6,333,177","Angiogene Inc.","Montreal"," CA","       January 20",2000
"1781","7,902,156","Angiochem Inc.","Montreal"," CA","       July 21",2005
"1782","7,557,182","Angiochem Inc.","Montreal"," CA","       July 21",2005
"1783","5,762,716","American Iron & Metal Company, Inc.","Montreal"," CA","       January 9",1997
"1784","5,762,716","La Compagnie Americanine de Fer et Metaux, Inc.","Quebec"," CA","       January 9",1997
"1785","4,542,140","American Home Products Corporation ","New York"," NY","       October 20",1983
"1786","4,520,203","American Home Products Corporation ","New York"," NY","       August 16",1983
"1787","4,515,961","American Home Products Corporation ","New York"," NY","       August 16",1983
"1788","4,515,949","American Home Products Corporation ","New York"," NY","       February 27",1984
"1789","4,501,899","American Home Products Corporation ","New York"," NY","       August 16",1983
"1790","4,482,714","American Home Products Corporation ","New York"," NY","       January 26",1983
"1791","4,423,232","American Home Products Corporation ","New York"," NY","       February 19",1981
"1792","4,375,470","American Home Products Corporation ","New York"," NY","       October 17",1980
"1793","4,323,572","American Home Products Corporation ","New York"," NY","       February 6",1981
"1794","4,309,348","American Home Products Corporation ","New York"," NY","       June 13",1980
"1795","4,273,773","American Home Products Corporation ","New York"," NY","       September 24",1979
"1796","4,258,188","American Home Products Corporation ","New York"," NY","       February 4",1980
"1797","4,244,966","American Home Products Corporation ","New York"," NY","       September 24",1979
"1798","4,244,958","American Home Products Corporation ","New York"," NY","       May 10",1979
"1799","4,235,901","American Home Products Corporation ","New York"," NY","       May 14",1979
"1800","4,232,029","American Home Products Corporation ","New York"," NY","       November 3",1978
"1801","4,226,860","American Home Products Corporation ","New York"," NY","       August 6",1979
"1802","4,223,151","American Home Products Corporation ","New York"," NY","       February 3",1977
"1803","4,169,202","American Home Products Corporation ","New York"," NY","       June 5",1978
"1804","4,159,980","American Home Products Corporation ","New York"," NY","       March 29",1974
"1805","4,144,251","American Home Products Corporation ","New York"," NY","       December 2",1977
"1806","4,123,343","American Home Products Corporation ","New York"," NY","       June 14",1977
"1807","4,100,277","American Home Products Corporation ","New York"," NY","       November 8",1976
"1808","4,092,427","American Home Products Corporation ","New York"," NY","       June 15",1976
"1809","4,076,831","American Home Products Corporation ","New York"," NY","       December 13",1976
"1810","4,070,371","American Home Products Corporation ","New York"," NY","December 13",1976
"1811","4,048,329","American Home Products Corporation ","New York"," NY","       June 15",1976
"1812","4,048,328","American Home Products Corporation ","New York"," NY","       June 15",1976
"1813","4,036,842","American Home Products Corporation ","New York"," NY","       September 15",1975
"1814","4,033,974","American Home Products Corporation ","New York"," NY","       February 11",1976
"1815","4,021,451","American Home Products Corporation ","New York"," NY","       June 5",1975
"1816","4,012,417","American Home Products Corporation ","New York"," NY","       March 5",1975
"1817","4,007,171","American Home Products Corporation ","New York"," NY","       April 10",1975
"1818","4,000,284","American Home Products Corporation ","New York"," NY","       September 8",1975
"1819","4,000,122","American Home Products Corporation ","New York"," NY","April 7",1975
"1820","3,987,081","American Home Products Corporation ","New York"," NY","April 10",1975
"1821","3,979,380","American Home Products Corporation ","New York"," NY","       June 9",1975
"1822","3,974,179","American Home Products Corporation ","New York"," NY","October 10",1974
"1823","3,959,263","American Home Products Corporation ","New York"," NY","       June 19",1974
"1824","3,956,484","American Home Products Corporation ","New York"," NY","       September 11",1974
"1825","3,939,178","American Home Products Corporation ","New York"," NY","       September 15",1972
"1826","3,937,801","American Home Products Corporation ","New York"," NY","       July 10",1973
"1827","6,268,504","American Home Products Corporation ","Madison"," NJ","       December 10",1999
"1828","6,242,605","American Home Products Corporation ","Madison"," NJ","       December 10",1999
"1829","6,005,102","American Home Products Corporation ","Madison"," NJ","       September 28",1998
"1830","5,977,372","American Home Products Corporation ","Madison"," NJ","       February 27",1998
"1831","5,760,220","American Home Products Corporation ","Madison"," NJ","       June 4",1996
"1832","4,409,224","American Home Products Corp.","New York"," NY","       July 13",1981
"1833","4,355,031","American Home Products Corp.","New York"," NY","       May 11",1981
"1834","4,351,942","American Home Products Corp.","New York"," NY","       January 7",1980
"1835","4,307,234","American Home Products Corp.","New York"," NY","       September 11",1978
"1836","4,180,580","American Home Products Corp.","New York"," NY","       May 3",1978
"1837","4,179,503","American Home Products Corp.","New York"," NY","       May 8",1978
"1838","4,108,998","American Home Products Corp.","New York"," NY","       November 8",1976
"1839","6,808,542","American Dye Source, Inc.","Quebec"," CA","       December 26",2001
"1840","7,422,649","American Dye Source, Inc.","Kirkland"," CA","       September 10",2004
"1841","6,664,024","American Dye Source, Inc.","Baie D'Urfe"," CA","       October 31",2000
"1842","7,119,068","American Diagnostica, Inc.","Stamford"," CT","       August 29",2003
"1843","7,119,068","Quebepharma Recherche, Inc.","Quebec"," CA","       August 29",2003
"1844","7,767,646","American Diagnostica, Inc.","Stamford"," CT","       October 6",2006
"1845","6,077,508","American Diagnostica Inc.","Greenwich"," CT","       March 23",1998
"1846","6,077,508","McGill University ","Montreal"," CA","       March 23",1998
"1847","4,080,501","American Cyanamid Company ","Stamford"," CT","       June 21",1973
"1848","8,283,366","Ambrilia Biopharma, Inc.","Montreal"," CA","       January 11",2011
"1849","8,227,450","Ambrilia Biopharma Inc.","Verdun"," QC, CA","       November 30",2006
"1850","7,416,839","Altegen, Inc.","Wilmington"," DE","       March 12",2003
"1851","6,683,050","Altachem Pharma Ltd.","Edmonton"," CA","       January 31",2000
"1852","8,168,181","Alethia Biotherapeutics, Inc.","Montreal"," CA","       October 16",2009
"1853","8,216,582","Alethia Biotherapeutics Inc.","Montreal"," Quebec, CA","       June 22",2007
"1854","7,989,160","Alethia Biotherapeutics Inc.","Montreal"," Quebec, CA","       February 13",2007
"1855","8,202,851","Alethia Biotherapeutics Inc.","Montreal"," Quebec, CA","       June 22",2007
"1856","7,982,028","Alethia Biotherapeutics Inc.","Montreal"," Quebec, CA","       February 13",2007
"1857","7,947,436","Alethia Biotherapeutics Inc.","Montreal"," CA","       December 13",2005
"1858","5,114,695","Alcon International Limited ","Montreal"," CA","       April 7",1988
"1859","4,348,242","Alcan Research and Development Limited ","Montreal"," CA","       November 27",1979
"1860","4,275,043","Alcan Research and Development Limited ","Montreal"," CA","       January 22",1980
"1861","4,275,042","Alcan Research and Development Limited ","Montreal"," CA","       January 22",1980
"1862","4,158,042","Alcan Research and Development Limited ","Montreal"," CA","       September 27",1978
"1863","4,051,222","Alcan Research and Development Limited ","Montreal"," CA","June 26",1975
"1864","4,040,954","Alcan Research and Development Limited ","Montreal"," CA","       January 22",1976
"1865","4,038,039","Alcan Research and Development Limited ","Montreal"," CA","       July 6",1976
"1866","3,932,244","Alcan Research and Development Limited ","Montreal"," CA","       December 19",1973
"1867","4,274,894","Alcan Research and Development Limited ","Montreal"," CA","       June 15",1978
"1868","4,035,981","Alcan Research and Development Limited ","Montreal"," CA","       December 5",1975
"1869","4,022,569","Alcan Research and Development Limited ","Montreal"," CA","       December 5",1975
"1870","4,012,202","Alcan Research and Development Limited ","Montreal"," CA","       April 2",1975
"1871","3,966,619","Alcan Research and Development Limited ","Montreal"," CA","       October 28",1975
"1872","3,966,560","Alcan Research and Development Limited ","Montreal"," CA","       May 6",1974
"1873","4,253,823","Alcan Research & Development Limited ","Montreal"," CA","       May 17",1979
"1874","5,246,683","Alcan Internatonal Limited ","Montreal"," CA","       October 2",1992
"1875","5,226,956","Alcan International, Inc.","Montreal"," CA","       September 5",1991
"1876","5,378,753","Alcan International Ltd.","Montreal"," CA","       August 24",1990
"1877","5,425,824","Alcan International Ltd.","Montreal"," CA","       October 28",1992
"1878","7,473,376","Alcan International Limited ","Montreal"," Quebec, CA","       August 22",2006
"1879","7,785,497","Alcan International Limited ","Montreal"," Quebec, CA","       January 29",2007
"1880","5,407,459","Alcan International Limited ","Montreal"," CA","       September 23",1993
"1881","5,407,459","Les Sables Olimag Inc.","Thetford Mines"," CA","       September 23",1993
"1882","5,139,888","Alcan International Limited ","Montreal"," CA","       December 5",1991
"1883","5,139,888","BL Technology Limited ","London"," GB2","       December 5",1991
"1884","5,026,612","Alcan International Limited ","Montreal"," CA","       June 21",1989
"1885","5,026,612","BL Technology Limited ","London"," GB2","       June 21",1989
"1886","6,576,696","Alcan International Limited ","Montreal"," CA","       April 5",2000
"1887","6,217,622","Alcan International Limited ","Montreal"," CA","       October 22",1998
"1888","6,086,834","Alcan International Limited ","Montreal"," CA","       June 19",1998
"1889","5,811,071","Alcan International Limited ","Montreal"," CA","       December 14",1995
"1890","5,560,876","Alcan International Limited ","Montreal"," CA","       May 4",1995
"1891","5,514,359","Alcan International Limited ","Montreal"," CA","       December 20",1994
"1892","5,474,602","Alcan International Limited ","Montreal"," CA","       November 30",1994
"1893","5,470,559","Alcan International Limited ","Montreal"," CA","       February 26",1993
"1894","5,342,590","Alcan International Limited ","Montreal"," CA","February 24",1992
"1895","5,322,641","Alcan International Limited ","Montreal"," CA","       January 6",1992
"1896","5,306,480","Alcan International Limited ","Montreal"," CA","       October 17",1990
"1897","5,296,177","Alcan International Limited ","Montreal"," CA","       November 6",1992
"1898","5,286,472","Alcan International Limited ","Montreal"," CA","       November 27",1991
"1899","5,271,844","Alcan International Limited ","Montreal"," CA","       September 11",1992
"1900","5,261,955","Alcan International Limited ","Montreal"," CA","       May 22",1992
"1901","5,258,170","Alcan International Limited ","Montreal"," CA","       July 15",1991
"1902","5,209,911","Alcan International Limited ","Montreal"," CA","       February 27",1992
"1903","5,190,738","Alcan International Limited ","Montreal"," CA","       June 17",1991
"1904","5,173,283","Alcan International Limited ","Montreal"," CA","February 4",1992
"1905","5,158,577","Alcan International Limited ","Montreal"," CA","March 6",1991
"1906","5,132,246","Alcan International Limited ","Montreal"," CA","       January 22",1990
"1907","5,122,348","Alcan International Limited ","Montreal"," CA","       January 9",1991
"1908","5,118,484","Alcan International Limited ","Montreal"," CA","       August 17",1990
"1909","5,102,426","Alcan International Limited ","Montreal"," CA","       February 14",1990
"1910","5,091,348","Alcan International Limited ","Montreal"," CA","       April 17",1989
"1911","5,087,592","Alcan International Limited ","Montreal"," CA","       May 25",1990
"1912","5,083,712","Alcan International Limited ","Montreal"," CA","December 3",1990
"1913","5,051,243","Alcan International Limited ","Montreal"," CA","       December 7",1989
"1914","5,043,077","Alcan International Limited ","Montreal"," CA","       December 11",1989
"1915","5,030,424","Alcan International Limited ","Montreal"," CA","       July 18",1989
"1916","5,027,891","Alcan International Limited ","Montreal"," CA","       March 30",1988
"1917","5,015,447","Alcan International Limited ","Montreal"," CA","       July 18",1989
