number,Assignees,City,Country,date,year
"4,872,970",Exxon Research and Engineering Company ,Florham Park, NJ,       December 18,1987
"4,853,129",Exxon Research and Engineering Company ,Florham Park, NJ,       December 28,1987
"4,837,338",Exxon Research and Engineering Company ,Florham Park, NJ,       February 12,1987
"4,822,505",Exxon Research and Engineering Company ,Florham Park, NJ,       October 14,1987
"4,822,503",Exxon Research and Engineering Company ,Florham Park, NJ,       July 31,1987
"4,808,300",Exxon Research and Engineering Company ,Florham Park, NJ,       April 13,1987
"4,777,307",Exxon Research and Engineering Company ,Florham Park, NJ,       February 24,1984
"4,769,128",Exxon Research and Engineering Company ,Florham Park, NJ,       December 14,1987
"4,764,294",Exxon Research and Engineering Company ,Florham Park, NJ,       June 15,1987
"4,749,502",Exxon Research and Engineering Company ,Florham Park, NJ,       June 26,1987
"4,738,939",Exxon Research and Engineering Company ,Florham Park, NJ,       July 14,1986
"4,728,414",Exxon Research and Engineering Company ,Florham Park, NJ,       June 29,1987
"4,728,413",Exxon Research and Engineering Company ,Florham Park, NJ,       November 21,1986
"4,695,363",Exxon Research and Engineering Company ,Florham Park, NJ,       May 21,1986
"4,673,485",Exxon Research and Engineering Company ,Florham Park, NJ,       May 27,1986
"4,606,903",Exxon Research and Engineering Company ,Florham Park, NJ,       September 6,1985
"4,421,634",Exxon Research and Engineering Company ,Florham Park, NJ,       June 13,1983
"6,075,061",Exxon Research and Engineering Company ,Florham Park, NJ,       June 30,1998
"5,094,667",Exxon Research and Engineering Company ,Florham Park, NJ,       March 20,1990
"6,296,757",Exxon Research and Engineering Company ,Florham Park, NJ,       October 17,1995
"6,180,842",Exxon Research and Engineering Company ,Florham Park, NJ,       August 21,1998
"6,165,949",Exxon Research and Engineering Company ,Florham Park, NJ,       September 4,1998
"5,856,280",Exxon Research and Engineering Company ,Florham Park, NJ,       February 4,1997
"5,814,109",Exxon Research and Engineering Company ,Florham Park, NJ,       February 7,1997
"5,807,413",Exxon Research and Engineering Company ,Florham Park, NJ,       August 2,1996
"5,801,130",Exxon Research and Engineering Company ,Florham Park, NJ,       March 7,1997
"5,798,321",Exxon Research and Engineering Company ,Florham Park, NJ,       February 9,1996
"5,789,358",Exxon Research and Engineering Company ,Florham Park, NJ,       February 7,1997
"5,766,274",Exxon Research and Engineering Company ,Florham Park, NJ,       February 7,1997
"5,750,478",Exxon Research and Engineering Company ,Florham Park, NJ,       February 28,1997
"5,750,475",Exxon Research and Engineering Company ,Florham Park, NJ,       May 20,1997
"5,730,906",Exxon Research and Engineering Company ,Florham Park, NJ,       July 12,1996
"5,714,441",Exxon Research and Engineering Company ,Florham Park, NJ,       July 12,1996
"5,587,355",Exxon Research and Engineering Company ,Florham Park, NJ,       December 22,1995
"5,215,548",Exxon Research and Engineering Company ,Florham Park, NJ,       December 20,1991
"4,634,510",Exxon Research and Engineering Company ,Florham Park, NJ,       April 17,1984
"6,271,183",Exxon Research and Engineering Company ,Annandale, NJ,       March 12,1999
"6,255,546",Exxon Research and Engineering Company ,Annandale, NJ,       October 29,1999
"6,239,082",Exxon Research and Engineering Company ,Annandale, NJ,       October 23,1998
"6,235,687",Exxon Research and Engineering Company ,Annandale, NJ,       April 3,1998
"6,207,623",Exxon Research and Engineering Company ,Annandale, NJ,       September 21,1999
"6,458,855",Exxon Research and Engineering Company ,Annandale, NJ,       January 22,1999
"6,325,833",Exxon Research and Engineering Company ,Annandale, NJ,       September 12,1997
"6,309,432",Exxon Research and Engineering Company ,Annandale, NJ,       June 16,1998
"6,294,587",Exxon Research and Engineering Company ,Annandale, NJ,       January 25,1999
"6,284,806",Exxon Research and Engineering Company ,Annandale, NJ,       September 12,1997
"6,274,029",Exxon Research and Engineering Company ,Annandale, NJ,       December 16,1999
"4,042,765",Exxon Research and Engineering Co.,Linden, NJ,       October 28,1976
"4,585,533",Exxon Research and Engineering Co.,Florham Park, NJ,       April 19,1985
"5,030,774",Exxon Research and Engineering Co.,Florham Park, NJ,       January 4,1990
"4,587,062",Exxon Research and Engineering Co.,Florham Park, NJ,       May 2,1984
"4,571,444",Exxon Research and Engineering Co.,Florham Park, NJ,       April 27,1984
"4,570,027",Exxon Research and Engineering Co.,Florham Park, NJ,       April 27,1984
"4,566,982",Exxon Research and Engineering Co.,Florham Park, NJ,       January 4,1984
"4,456,509",Exxon Research and Engineering Co.,Florham Park, NJ,       July 6,1982
"4,956,492",Exxon Research and Engineering Co.,Florham Park, NJ,       December 19,1986
"6,140,282",Exxon Research and Engineering Co.,Florham Park, NJ,       August 4,1998
"6,090,271",Exxon Research and Engineering Co.,Florham Park, NJ,       January 7,1997
"5,994,279",Exxon Research and Engineering Co.,Florham Park, NJ,       August 7,1998
"5,955,403",Exxon Research and Engineering Co.,Florham Park, NJ,       January 3,1997
"5,888,255",Exxon Research and Engineering Co.,Florham Park, NJ,       March 24,1998
"5,880,325",Exxon Research and Engineering Co.,Florham Park, NJ,       October 10,1997
"5,256,297",Exxon Research and Engineering Co.,Florham Park, NJ,06-Mar,1992
"4,950,382",Exxon Research and Engineering Co.,Florham Park, NJ,       December 19,1986
"4,605,490",Exxon Research and Engineering Co.,Florham Park, NJ,       April 27,1984
"4,600,502",Exxon Research and Engineering Co.,Florham Park, NJ,       October 5,1984
"4,594,142",Exxon Research and Engineering Co.,Florham Park, NJ,       December 24,1984
"4,592,832",Exxon Research and Engineering Co.,Florham Park, NJ,       April 25,1985
"4,541,917",Exxon Research and Engineering Co.,Florham Park, NJ,       January 4,1984
"4,533,778",Exxon Research and Engineering Co.,Florham Park, NJ,       December 19,1983
"4,522,710",Exxon Research and Engineering Co.,Florham Park, NJ,       April 27,1984
"4,514,284",Exxon Research and Engineering Co.,Florham Park, NJ,       August 24,1984
"4,514,280",Exxon Research and Engineering Co.,Florham Park, NJ,       August 24,1984
"4,512,878",Exxon Research and Engineering Co.,Florham Park, NJ,       November 24,1978
"4,502,787",Exxon Research and Engineering Co.,Florham Park, NJ,       February 16,1983
"4,478,706",Exxon Research and Engineering Co.,Florham Park, NJ,       February 3,1983
"4,462,895",Exxon Research and Engineering Co.,Florham Park, NJ,       November 17,1983
"4,461,697",Exxon Research and Engineering Co.,Florham Park, NJ,       September 29,1982
"4,460,453",Exxon Research and Engineering Co.,Florham Park, NJ,       September 22,1982
"4,451,353",Exxon Research and Engineering Co.,Florham Park, NJ,       July 6,1982
"4,448,891",Exxon Research and Engineering Co.,Florham Park, NJ,       September 29,1982
"4,441,987",Exxon Research and Engineering Co.,Florham Park, NJ,       March 8,1982
"4,432,866",Exxon Research and Engineering Co.,Florham Park, NJ,       September 29,1982
"4,430,205",Exxon Research and Engineering Co.,Florham Park, NJ,       October 21,1981
"4,406,771",Exxon Research and Engineering Co.,Florham Park, NJ,       February 25,1983
"4,392,967",Exxon Research and Engineering Co.,Florham Park, NJ,       September 29,1982
"4,390,414",Exxon Research and Engineering Co.,Florham Park, NJ,       August 11,1981
"4,387,256",Exxon Research and Engineering Co.,Florham Park, NJ,       December 16,1981
"4,367,152",Exxon Research and Engineering Co.,Florham Park, NJ,       January 30,1981
"4,334,978",Exxon Research and Engineering Co.,Florham Park, NJ,       July 2,1981
"5,264,006",Exxon Research and Engineering Co.,Florham Park, NJ,20-Dec,1991
"6,332,974",Exxon Research and Engineering Co.,Florham Park, NJ,       September 11,1998
"6,087,544",Exxon Research and Engineering Co.,Florham Park, NJ,       May 7,1998
"5,958,849",Exxon Research and Engineering Co ,Florham Park, NJ,       February 13,1998
"6,162,956",Exxon Research and Engineering Co ,Florham Park, NJ,       August 18,1998
"6,017,372",Exxon Research and Engineering Co ,Florham Park, NJ,       March 26,1998
"5,205,915",Exxon Research & Engineering Company ,Florham Park, NJ,       March 27,1992
"5,055,631",Exxon Research & Engineering Company ,Florham Park, NJ,       July 11,1990
"4,922,028",Exxon Research & Engineering Company ,Florham Park, NJ,       March 10,1989
"5,637,141",Exxon Research & Engineering Company ,Florham Park, NJ,       June 18,1996
"5,070,123",Exxon Research & Engineering Company ,Florham Park, NJ,       August 23,1989
"5,766,513",Exxon Research & Engineering Company ,Florham Park, NJ,       February 5,1997
"5,585,335",Exxon Research & Engineering Company ,Florham Park, NJ,       June 6,1995
"5,234,597",Exxon Research & Engineering Company ,Florham Park, NJ,       August 6,1991
"5,229,021",Exxon Research & Engineering Company ,Florham Park, NJ,       July 18,1991
"5,228,977",Exxon Research & Engineering Company ,Florham Park, NJ,       December 9,1991
"5,227,082",Exxon Research & Engineering Company ,Florham Park, NJ,       November 18,1991
"5,059,299",Exxon Research & Engineering Company ,Florham Park, NJ,       August 23,1989
"5,035,815",Exxon Research & Engineering Company ,Florham Park, NJ,       July 11,1990
"4,904,400",Exxon Research & Engineering Company ,Florham Park, NJ,       February 13,1987
"4,846,962",Exxon Research & Engineering Company ,Florham Park, NJ,       May 18,1987
"4,439,308",Exxon Research & Engineering Company ,Florham Park, NJ,       March 20,1981
"5,689,031",Exxon Research & Engineering Company ,Florham Park, NJ,       October 17,1995
"5,679,627",Exxon Research & Engineering Company ,Florham Park, NJ,       December 22,1995
"5,639,717",Exxon Research & Engineering Company ,Florham Park, NJ,       July 12,1996
"4,964,880",Exxon Research & Engineering Company ,Florham Park, NJ,       June 9,1989
"5,503,761",Exxon Research & Engineering Co./Hatco Corp.,Florham Park, NJ,       August 2,1994
"4,101,557",Exxon Research & Engineering Co.,Linden, NJ,27-Apr,1970
"4,101,511",Exxon Research & Engineering Co.,Linden, NJ,       March 21,1977
"4,091,047",Exxon Research & Engineering Co.,Linden, NJ,       April 11,1977
"4,058,495",Exxon Research & Engineering Co.,Linden, NJ,       September 27,1976
"4,124,650",Exxon Research & Engineering Co.,Linden, NJ,       December 22,1977
"4,124,489",Exxon Research & Engineering Co.,Linden, NJ,       July 22,1977
"4,111,790",Exxon Research & Engineering Co.,Linden, NJ,       February 16,1977
"4,101,434",Exxon Research & Engineering Co.,Linden, NJ,       October 28,1976
"4,086,184",Exxon Research & Engineering Co.,Linden, NJ,       December 27,1976
"4,081,352",Exxon Research & Engineering Co.,Linden, NJ,       May 2,1973
"4,054,512",Exxon Research & Engineering Co.,Linden, NJ,       June 17,1976
"4,252,643",Exxon Research & Engineering Co.,Florham Park, NJ,       May 7,1979
"5,454,842",Exxon Research & Engineering Co.,Florham Park, NJ,       December 2,1994
"5,072,057",Exxon Research & Engineering Co.,Florham Park, NJ,       January 22,1991
"4,501,677",Exxon Research & Engineering Co.,Florham Park, NJ,       November 2,1983
"4,253,979",Exxon Research & Engineering Co.,Florham Park, NJ,       February 5,1979
"4,250,045",Exxon Research & Engineering Co.,Florham Park, NJ,       June 22,1979
"4,248,720",Exxon Research & Engineering Co.,Florham Park, NJ,       May 3,1979
"4,176,074",Exxon Research & Engineering Co.,Florham Park, NJ,       September 18,1978
"4,164,473",Exxon Research & Engineering Co.,Florham Park, NJ,       July 28,1978
"4,670,130",Exxon Research & Engineering Co.,Florham Park, NJ,       March 14,1984
"4,182,725",Exxon Research & Engineering Co.,Florham Park, NJ,       April 3,1978
"4,127,618",Exxon Research & Engineering Co.,Florham Park, NJ,       January 28,1977
"5,453,211",Exxon Research & Engineering Co.,Florham Park, NJ,       December 2,1994
"5,435,918",Exxon Research & Engineering Co.,Florham Park, NJ,       November 19,1993
"5,401,383",Exxon Research & Engineering Co.,Florham Park, NJ,10-Jun,1993
"5,397,487",Exxon Research & Engineering Co.,Florham Park, NJ,       September 10,1993
"5,397,459",Exxon Research & Engineering Co.,Florham Park, NJ,       August 26,1993
"5,391,309",Exxon Research & Engineering Co.,Florham Park, NJ,       January 6,1994
"5,330,667",Exxon Research & Engineering Co.,Florham Park, NJ,       October 26,1992
"4,624,776",Exxon Research & Engineering Co.,Florham Park, NJ,       March 14,1984
"4,517,076",Exxon Research & Engineering Co.,Florham Park, NJ,       December 9,1983
"4,485,006",Exxon Research & Engineering Co.,Florham Park, NJ,       November 2,1983
"4,477,333",Exxon Research & Engineering Co.,Florham Park, NJ,       February 6,1984
"4,461,698",Exxon Research & Engineering Co.,Florham Park, NJ,       February 25,1983
"4,444,648",Exxon Research & Engineering Co.,Florham Park, NJ,       September 28,1982
"4,329,222",Exxon Research & Engineering Co.,Florham Park, NJ,       November 24,1980
"4,283,269",Exxon Research & Engineering Co.,Florham Park, NJ,       September 26,1980
"4,277,325",Exxon Research & Engineering Co.,Florham Park, NJ,       January 25,1980
"4,277,324",Exxon Research & Engineering Co.,Florham Park, NJ,       May 2,1980
"4,264,458",Exxon Research & Engineering Co.,Florham Park, NJ,       April 13,1979
"4,244,829",Exxon Research & Engineering Co.,Florham Park, NJ,       May 3,1979
"4,240,900",Exxon Research & Engineering Co.,Florham Park, NJ,       March 7,1978
"4,206,034",Exxon Research & Engineering Co.,Florham Park, NJ,       May 18,1979
"4,203,824",Exxon Research & Engineering Co.,Florham Park, NJ,       September 29,1978
"4,176,075",Exxon Research & Engineering Co.,Florham Park, NJ,       December 22,1978
"4,171,258",Exxon Research & Engineering Co.,Florham Park, NJ,       September 18,1978
"4,168,226",Exxon Research & Engineering Co.,Florham Park, NJ,       August 26,1977
"4,149,966",Exxon Research & Engineering Co.,Florham Park, NJ,       July 28,1978
"4,145,275",Exxon Research & Engineering Co.,Florham Park, NJ,       December 27,1977
"4,140,492",Exxon Research & Engineering Co.,Florham Park, NJ,       July 5,1977
"4,125,458",Exxon Research & Engineering Co.,Florham Park, NJ,       September 26,1977
"4,331,707",Exxon Research & Engineering Co.,Florham Park, NJ,       October 15,1980
"4,303,571",Exxon Research & Engineering Co.,Florham Park, NJ,       January 17,1980
"4,508,771",Exxon Research & Engineering Co.,both of, DE,       November 19,1979
"4,508,771",Collins and Aikman Corporation ,both of, DE,       November 19,1979
"5,146,009",Exxon Chemicals Patents Inc.,Linden, NJ,       March 13,1989
"5,146,042",Exxon Chemical Patents Inc.,Linden, NJ,       August 8,1991
"5,120,893",Exxon Chemical Patents Inc.,Linden, NJ,       September 11,1990
"4,876,403",Exxon Chemical Patents Inc.,Linden, NJ,       March 7,1989
"4,675,463",Exxon Chemical Patents Inc.,Linden, NJ,       February 5,1986
"5,221,491",Exxon Chemical Patents Inc.,Linden, NJ,       August 9,1991
"4,749,757",Exxon Chemical Patents Inc.,Linden, NJ,       August 21,1986
"5,321,172",Exxon Chemical Patents Inc.,Linden, NJ,       April 15,1992
"5,290,426",Exxon Chemical Patents Inc.,Linden, NJ,       April 15,1992
"5,221,460",Exxon Chemical Patents Inc.,Linden, NJ,       August 9,1991
"6,087,308",Exxon Chemical Patents Inc.,Houston, TX,       June 10,1997
"5,545,237",Exxon Chemical Patents Inc ,Linden, NJ,       June 28,1995
"5,482,518",Exxon Chemical Patents Inc ,Linden, NJ,       October 13,1994
"6,635,653",Euro-Celtique S.A.,Luxembourg, LU,       April 18,2002
"8,758,447","Ethicon, Inc.",Somerville, NJ,30-Jun,2009
"9,410,405","Ethical Solutions, LLC ",South Windsor, CT,30-Nov,2011
"8,883,694","EnviroTech Services, Inc.",Greeley, CO,12-May,2010
"5,414,036",Enichem S.p.A.,IT,IT,       April 12,1993
"6,913,739",Engelhard Corporation ,Iselin, NJ,       November 9,2001
"6,903,050",Engelhard Corporation ,Iselin, NJ,       October 28,2002
"6,790,432",Engelhard Corporation ,Iselin, NJ,       June 12,2002
"5,989,316",Engelhard Corporation ,Iselin, NJ,       December 22,1997
"5,453,263",Engelhard Corporation ,Iselin, NJ,       May 24,1994
"5,411,587",Engelhard Corporation ,Iselin, NJ,       April 12,1994
"6,231,632",Engelhard Corporation ,Iselin, NJ,       May 25,1999
"8,466,199","Emisphere Technologies, Inc.",Roseland, NJ,21-Mar,2008
"8,273,794","Emisphere Technologies, Inc.",Cedar Knolls, NJ,       May 16,2005
"8,703,821",Emisphere Technologies Inc.,Roseland, NJ,18-Apr,2007
"5,061,309","Emhart Industries, Inc.",Towson, MD,       February 6,1991
"5,037,466","Emhart Industries, Inc.",Towson, MD,       February 6,1991
"4,999,040","Emhart Industries, Inc.",Towson, MD,       November 2,1989
"4,927,444","Emhart Industries, Inc.",Towson, MD,       September 5,1989
"4,813,994","Emhart Industries, Inc.",Farmington, CT,02-Apr,1987
"4,793,849","Emhart Industries, Inc.",Farmington, CT,       February 3,1988
