Label,City,Country,Patent Category,Regions,Types of Actors,Country,Degree_normalized,Degree,Clossness_normalized,Closeness,Betweenness,Betweenness_normalized
 Chapman; Paul J.,Windsor,CT,Innovator,internal,individual,outside,0.000194212,1,0.000454503,8.83E-08,0,0
 Chappell; Joe ,Lexington,KY,Innovator,external,individual,outside,0.000194212,1,0.000194666,3.78E-08,0,0
 Chappell; Robert L.,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000194401,3.78E-08,0,0
 Chase; Paul H.,East Granby,CT,Innovator,external,individual,outside,0.000194212,1,0.000198215,3.85E-08,0,0
 Chelliah; Mariappan ,Edison,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454838,8.83E-08,0,0
 Chelliah; Mariappan V.,Edison,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454838,8.83E-08,0,0
 Chen; Alex Minhua ,Metuchen,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454671,8.83E-08,0,0
 Chen; Chien-Chiang ,Spring,TX,Innovator,external,individual,outside,0.000194212,1,0.000454359,8.82E-08,0,0
 Chen; Christine Hiu-Tung ,Waltham,MA,Innovator,external,individual,outside,0.000194212,1,0.000194818,3.78E-08,0,0
 Chen; Chung-Pin H.,Madison,CT,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Chen; Dawei ,Middletown,CT,Innovator,external,individual,outside,0.000194212,1,0.000194666,3.78E-08,0,0
 Chen; Frank X.,Plainsboro,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454822,8.83E-08,0,0
 Chen; Frank Xing ,Plainsboro,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454822,8.83E-08,0,0
 Chen; Guangming ,Bridgewater,NJ,Innovator,external,individual,outside,0.000194212,1,0.00019497,3.79E-08,0,0
 Chen; Jason G.,Manlius,NY,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Chen; Joan ,Flushing,NY,Innovator,external,individual,outside,0.000194212,1,0.000454894,8.83E-08,0,0
 Chen; Ke ,East Brunswick,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Chen; Lei ,Windsor,CT,Innovator,internal,individual,outside,0.000194212,1,0.000454354,8.82E-08,0,0
 Chen; Ping P ,Edison,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454838,8.83E-08,0,0
 Chen; Roger Shen-Chu ,Edison,NJ,Innovator,external,individual,outside,0.000194212,1,0.000194363,3.77E-08,0,0
 Chen; Shaoqing ,Bridgewater,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454489,8.83E-08,0,0
 Chen; Tan-Jen ,Kingwood,TX,Innovator,external,individual,outside,0.000194212,1,0.000454762,8.83E-08,0,0
 Chen; Wei ,Singapore,SG,Innovator,external,individual,outside,0.000194212,1,0.000454336,8.82E-08,0,0
 Chen; Weichun ,Livingston,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454602,8.83E-08,0,0
 Chen; Xiang ,Somerset,NJ,Innovator,external,individual,outside,0.000194212,1,0.000195503,3.80E-08,0,0
 Chen; Xin E. (St.,St. Marys,PA,Innovator,external,individual,outside,0.000194212,1,0.000195198,3.79E-08,0,0
 Chen; Yi-Heng ,Whippany,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454838,8.83E-08,0,0
 Chen; Zhizheng ,Fort Collins,CO,Innovator,external,individual,outside,0.000194212,1,0.000194401,3.78E-08,0,0
 Chen; Zhuoliang ,Belmont,MA,Innovator,external,individual,outside,0.000194212,1,0.000194818,3.78E-08,0,0
 Cheng; Cliff C.,Cambridge,MA,Innovator,external,individual,outside,0.000194212,1,0.000454838,8.83E-08,0,0
 Cheng; Peiwen ,Santa Rosa,CA,Innovator,external,individual,within,0.000194212,1,0.000194628,3.78E-08,0,0
 Cheng; Peter T. W.,Lawrenceville,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Cherney; Emily Charlotte ,Newtown,PA,Innovator,external,individual,outside,0.000194212,1,0.000454487,8.83E-08,0,0
 Cherney; Robert J.,Newtown,PA,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Cherry; Carl J.,King of Prussia,PA,Innovator,external,individual,outside,0.000194212,1,0.000198215,3.85E-08,0,0
 Cherry; Carl James ,King of Prussia,PA,Innovator,external,individual,outside,0.000194212,1,0.000198215,3.85E-08,0,0
 Cherry; David J.,Grapevine,TX,Innovator,external,individual,outside,0.000194212,1,0.000196078,3.81E-08,0,0
 Cherukuri; Satyam C.,Cranbury,NJ,Innovator,external,individual,outside,0.000194212,1,0.000196849,3.82E-08,0,0
 Cherukuri; Stayam C.,North Brunswick,NJ,Innovator,external,individual,outside,0.000194212,1,0.000196848,3.82E-08,0,0
 Cheruvu; Subrahmanyam ,Robbinsville,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454581,8.83E-08,0,0
 Chesmel; Kathleen D.,Cream Ridge,NJ,Innovator,external,individual,outside,0.000194212,1,0.000194704,3.78E-08,0,0
 Cheung; Adrian Wai-Hing ,Glen Rock,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454253,8.82E-08,0,0
 Cheung; Mo-Fung ,Farmington Hills,MI,Innovator,external,individual,outside,0.000194212,1,0.000194326,3.77E-08,0,0
 Cheung; Seung T.,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000454713,8.83E-08,0,0
 Cheung; Seung-Tong ,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000454713,8.83E-08,0,0
 Cheung; Wing ,Horsham,PA,Innovator,external,individual,outside,0.000194212,1,0.000454607,8.83E-08,0,0
 Chiang; Alan W.,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000454581,8.83E-08,0,0
 Chiavoni; Araxi ,Hamilton,NJ,Innovator,external,individual,outside,0.000194212,1,0.000195084,3.79E-08,0,0
 Chicchi; Gary A.,East Brunswick,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454671,8.83E-08,0,0
 Childers; Wayne Everett ,New Hope,PA,Innovator,external,individual,outside,0.000194212,1,0.000454894,8.83E-08,0,0
 Chimenti; Robert J.,Short Hills,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454399,8.83E-08,0,0
 Chin; Stephen ,Wallingford,CT,Innovator,external,individual,outside,0.000194212,1,0.00045459,8.83E-08,0,0
 Chiriboga; Carlos D.,East Grandy,CT,Innovator,external,individual,outside,0.000194212,1,0.000194439,3.78E-08,0,0
 Chiu; John H.,West Hartford,CT,Innovator,external,individual,outside,0.000194212,1,0.000198214,3.85E-08,0,0
 Chiu; John. H.,West Hartford,CT,Innovator,external,individual,outside,0.000194212,1,0.000198214,3.85E-08,0,0
 Cho-Young; Lionel ,Brights Grove,CA,Innovator,external,individual,within,0.000194212,1,0.000454566,8.83E-08,0,0
 Chong; Chae-Koo Dan ,Plainsboro,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454894,8.83E-08,0,0
 Chongqing; Sun ,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000454722,8.83E-08,0,0
 Chou; Chuen-Shyong ,Ambler,PA,Innovator,external,individual,outside,0.000194212,1,0.000194477,3.78E-08,0,0
 Choudhary; Rehan ,Poughkeepsie,NY,Innovator,external,individual,outside,0.000194212,1,0.000196193,3.81E-08,0,0
 Christopher; Lisa J.,Cheshire,CT,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Christopher; Lisa Joy ,Chalfont,PA,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Chromecek; Richard C.,Litchfield,CT,Innovator,external,individual,outside,0.000194212,1,0.000195503,3.80E-08,0,0
 Chu; Cha-Yang ,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.00019425,3.77E-08,0,0
 Chu; Christopher ,Kearny,NJ,Innovator,external,individual,outside,0.000194212,1,0.00019425,3.77E-08,0,0
 Chu; Hong Dong ,Livingston,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454838,8.83E-08,0,0
 Chu; Jack C.,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000194515,3.78E-08,0,0
 Chum; Pak-Wing S.,Lake Jackson,TX,Innovator,external,individual,outside,0.000194212,1,0.00019716,3.83E-08,0,0
" Chung, deceased; Rack H.",late of Clifton Park,NY,Innovator,external,individual,outside,0.000194212,1,0.000194326,3.77E-08,0,0
 Chung; Brian ,Hamilton,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454273,8.82E-08,0,0
 Chung; Hyei-Jha ,Plainsboro,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Chung; John Y. L.,Edison,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454838,8.83E-08,0,0
 Cianciosi; Steven J.,Leesburg,GA,Innovator,external,individual,outside,0.000194212,1,0.000454671,8.83E-08,0,0
 Cier; Ronald J.,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000454581,8.83E-08,0,0
 Cimarusti; Christopher M.,Yardley,PA,Innovator,external,individual,outside,0.000194212,1,0.000454497,8.83E-08,0,0
 Cipollini; Ned ,Enfield,CT,Innovator,external,individual,outside,0.000194212,1,0.000454368,8.82E-08,0,0
 Clack; Richard E.,Windsor,WI,Innovator,internal,individual,outside,0.000194212,1,0.000194439,3.78E-08,0,0
 Clack; Robert A.,Sun Prairie,WI,Innovator,external,individual,outside,0.000194212,1,0.000194439,3.78E-08,0,0
 Clark; Anthony ,Kobenhavn,DK,Innovator,external,individual,outside,0.000194212,1,0.000194666,3.78E-08,0,0
 Clark; Athony ,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000194666,3.78E-08,0,0
 Clark; Roy ,Libertyville,IL,Innovator,external,individual,outside,0.000194212,1,0.000454713,8.83E-08,0,0
 Clark; William A.,Matawan,NJ,Innovator,external,individual,outside,0.000194212,1,0.000194363,3.77E-08,0,0
 Clarke; E. Colin W.,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.00019716,3.83E-08,0,0
 Clasby; Martin C.,Plainsboro,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454838,8.83E-08,0,0
 Clement; Katherine S.,Lake Jackson,TX,Innovator,external,individual,outside,0.000194212,1,0.00019716,3.83E-08,0,0
 Clements; Matthew J.,Old Bridge,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454838,8.83E-08,0,0
 Clifford; Arthur L.,Everett,CA,Innovator,external,individual,within,0.000194212,1,0.00019425,3.77E-08,0,0
 Clope; Richard W.,Waukegan,IL,Innovator,external,individual,outside,0.000194212,1,0.000196078,3.81E-08,0,0
 Coan; Frederick L.,Pittsburg,CA,Innovator,external,individual,within,0.000194212,1,0.00019716,3.83E-08,0,0
 Cochran; Keith D.,Florence,AL,Innovator,external,individual,outside,0.000194212,1,0.000194477,3.78E-08,0,0
 Cockett; Mark Ian ,Maidenhead,GB,Innovator,external,individual,outside,0.000194212,1,0.000194401,3.78E-08,0,0
 Cocolicchio; Brian A.,Danbury,CT,Innovator,external,individual,outside,0.000194212,1,0.00045437,8.82E-08,0,0
 Cody; Charles A. (E.,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000195084,3.79E-08,0,0
 Cody; Ian A ,Annandale,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454399,8.83E-08,0,0
 Cohen; A.,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000454344,8.82E-08,0,0
 Cohen; Alan P.,Highland Park,IL,Innovator,external,individual,outside,0.000194212,1,0.000194288,3.77E-08,0,0
 Cohen; Benjamin ,Cranford,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454838,8.83E-08,0,0
 Cohen; Daniel ,Haifa,IL,Innovator,external,individual,outside,0.000194212,1,0.000195083,3.79E-08,0,0
 Cohen; Edward M.,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000454497,8.83E-08,0,0
 Cohen; Ronald ,West Hartford,CT,Innovator,external,individual,outside,0.000194212,1,0.000454369,8.82E-08,0,0
 Colacello; Michael A.,Trenton,NJ,Innovator,external,individual,outside,0.000194212,1,0.000194894,3.79E-08,0,0
 Colandrea; Vincent J.,North Brunswick,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454838,8.83E-08,0,0
 Colbry; Norman Lloyd ,Gregory,MI,Innovator,external,individual,outside,0.000194212,1,0.000194856,3.78E-08,0,0
 Cole; Charles O.,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.00045458,8.83E-08,0,0
 Cole; Derek Cecil ,New City,NY,Innovator,external,individual,outside,0.000194212,1,0.000454894,8.83E-08,0,0
 Cole; Harold F.,Racine,WI,Innovator,external,individual,outside,0.000194212,1,0.000196078,3.81E-08,0,0
 Collins; Jeffrey ,Greeley,CO,Innovator,external,individual,outside,0.000194212,1,0.000194931,3.79E-08,0,0
 Collins; John B.,South Windsor,CT,Innovator,internal,individual,outside,0.000194212,1,0.000194326,3.77E-08,0,0
 Colwell; Dennis ,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000195503,3.80E-08,0,0
 Conde; Robert V.,Windsor,CT,Innovator,internal,individual,outside,0.000194212,1,0.00045459,8.83E-08,0,0
 Condon; Jeffrey Scott ,Cambridge,MA,Innovator,external,individual,outside,0.000194212,1,0.000454894,8.83E-08,0,0
 Conlan; Robert W.,Niceville,FL,Innovator,external,individual,outside,0.000194212,1,0.000195083,3.79E-08,0,0
 Connelly; James A.,Falls Township,PA,Innovator,external,individual,outside,0.000194212,1,0.00045481,8.83E-08,0,0
 Connolly; Terrence Joseph ,Warwick,NY,Innovator,external,individual,outside,0.000194212,1,0.000453807,8.81E-08,0,0
 Conrad; Neal D.,Ewing Township,NJ,Innovator,external,individual,outside,0.000194212,1,0.000194894,3.79E-08,0,0
 Conti; Joseph R.,Stormville,NY,Innovator,external,individual,outside,0.000194212,1,0.000194515,3.78E-08,0,0
" Cook, III; Grant O.",Spring,TX,Innovator,external,individual,outside,0.000194212,1,0.00045459,8.83E-08,0,0
 Cook; Bruce Randall ,Pittstown,NJ,Innovator,external,individual,outside,0.000194212,1,0.00045458,8.83E-08,0,0
 Cook; Lee M.,Spencer,MA,Innovator,external,individual,outside,0.000194212,1,0.000194326,3.77E-08,0,0
 Cooke; Ronald ,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000454762,8.83E-08,0,0
 Cooke; Ronald N.,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000454762,8.83E-08,0,0
 Coonrod; Daren ,Fort Collins,CO,Innovator,external,individual,outside,0.000194212,1,0.000194401,3.78E-08,0,0
 Coonrod; Daren Kenneth ,Aurora,IL,Innovator,external,individual,outside,0.000194212,1,0.000194401,3.78E-08,0,0
 Cooper-White; Justin ,Queensland,AU,Innovator,external,individual,outside,0.000194212,1,0.000454496,8.83E-08,0,0
 Cooper; Christopher H.,Windsor,VT,Innovator,internal,individual,outside,0.000194212,1,0.000194401,3.78E-08,0,0
 Coppella; Steven J. (St.,St. Marys,PA,Innovator,external,individual,outside,0.000194212,1,0.000195198,3.79E-08,0,0
 Corbin; David Richard ,West Chester,PA,Innovator,external,individual,outside,0.000194212,1,0.000194552,3.78E-08,0,0
 Cordon-Cardo; Carlos ,New York,NY,Innovator,external,individual,outside,0.000194212,1,0.000194288,3.77E-08,0,0
 Coret; Joel M.,Robbinsville,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454496,8.83E-08,0,0
 Corless; John D.,Santa Rosa,CA,Innovator,external,individual,within,0.000194212,1,0.00019535,3.79E-08,0,0
 Corley; Edward G.,Old Bridge,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454671,8.83E-08,0,0
 Cossette; Michael Vernie ,Plainsboro,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454886,8.83E-08,0,0
 Cotter; Terrence ,Southgate,MI,Innovator,external,individual,outside,0.000194212,1,0.000194401,3.78E-08,0,0
 Cottis; Steve G.,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000194552,3.78E-08,0,0
 Cottis; Steve Gust ,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000194552,3.78E-08,0,0
 Cottis; Steven Gust ,Wilmington,DE,Innovator,external,individual,outside,0.000194212,1,0.000194552,3.78E-08,0,0
 Coulthard; Douglas ,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000454713,8.83E-08,0,0
 Coulthard; Douglas Currie ,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000454713,8.83E-08,0,0
 Covell; Russell B.,Granby,CT,Innovator,external,individual,outside,0.000194212,1,0.000198215,3.85E-08,0,0
 Cox; Jason ,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000454838,8.83E-08,0,0
 Cox; Jason M.,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000454838,8.83E-08,0,0
 Cozzette; Stephen N.,Nepean,CA,Innovator,external,individual,within,0.000194212,1,0.000195084,3.79E-08,0,0
 Creasey; Jack R.,Akron,OH,Innovator,external,individual,outside,0.000194212,1,0.000194477,3.78E-08,0,0
" Crews, Jr.",Voorhees,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454886,8.83E-08,0,0
" Crews, Jr.; Alvin D.",Plainsboro,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454886,8.83E-08,0,0
 Crick; Dean ,Fort Collins,CO,Innovator,external,individual,outside,0.000194212,1,0.000196116,3.81E-08,0,0
 Crick; Dean Calvin ,Fort Collins,CO,Innovator,external,individual,outside,0.000194212,1,0.000196116,3.81E-08,0,0
 Crilly; Richard J.,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000195008,3.79E-08,0,0
 Crispino; Gerard ,Lawrenceville,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Crocker; Louis ,Belle Mead,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454671,8.83E-08,0,0
 Cronin; Kathryn Elizabeth ,Maidenhead,GB2,Innovator,external,individual,outside,0.000194212,1,0.000194477,3.78E-08,0,0
 Cronkhite; Richard W.,New Britain,CT,Innovator,external,individual,outside,0.000194212,1,0.000196001,3.81E-08,0,0
 Crooks; Regan ,Hightstown,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454496,8.83E-08,0,0
 Cropley; Jean Bowman ,Scott Depot,WV,Innovator,external,individual,outside,0.000194212,1,0.00019497,3.79E-08,0,0
 Cross; Robert P.,Rocky Hill,CT,Innovator,external,individual,outside,0.000194212,1,0.00019577,3.80E-08,0,0
 Crossland; Clifford S.,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000194326,3.77E-08,0,0
 Crossley; Roger ,Reading,GB,Innovator,external,individual,outside,0.000194212,1,0.000454662,8.83E-08,0,0
 Crossman; James A.,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000454713,8.83E-08,0,0
 Croucher; Melvin D.,Oakville,CA,Innovator,external,individual,within,0.000194212,1,0.000194439,3.78E-08,0,0
 Cruz; Kelvin ,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000454886,8.83E-08,0,0
 Cuif; Jean-Pierre ,LaRochelle,FR,Innovator,external,individual,outside,0.000194212,1,0.000194439,3.78E-08,0,0
 Cummings; Alan G.,Hartland,VT,Innovator,external,individual,outside,0.000194212,1,0.000194401,3.78E-08,0,0
 Cure; Michael R.,Windsor,CO,Innovator,internal,individual,outside,0.000194212,1,0.00019425,3.77E-08,0,0
 Curran; Timothy Thomas ,Whitmore Lake,MI,Innovator,external,individual,outside,0.000194212,1,0.000194856,3.78E-08,0,0
 Curry; Matthew A.,Coatesville,PA,Innovator,external,individual,outside,0.000194212,1,0.00045468,8.83E-08,0,0
 Curtis; Peter ,Riverside,CA,Innovator,external,individual,within,0.000194212,1,0.00019425,3.77E-08,0,0
 Curtis; Timothy ,Forked River,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454273,8.82E-08,0,0
 Cushman; David W.,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000454497,8.83E-08,0,0
 Cuthbert; Nigel J.,Great Missenden,GB,Innovator,external,individual,outside,0.000194212,1,0.0004545,8.83E-08,0,0
 Cvetovich; Raymond ,Scotch Plains,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454671,8.83E-08,0,0
 Cypes; Stephen Howard ,Santa Clara,CA,Innovator,external,individual,within,0.000194212,1,0.000454671,8.83E-08,0,0
 Cyr; Theodore ,Edmonton,CA,Innovator,external,individual,within,0.000194212,1,0.000195083,3.79E-08,0,0
 Cywin; Charles L.,Bethel,CT,Innovator,external,individual,outside,0.000194212,1,0.000454372,8.82E-08,0,0
 Czap; Christine A.,Montgomery,NY,Innovator,external,individual,outside,0.000194212,1,0.000194477,3.78E-08,0,0
 Czerw; Richard ,Clemmons,NC,Innovator,external,individual,outside,0.000194212,1,0.000194401,3.78E-08,0,0
 Daage; Michel ,Baton Rouge,LA,Innovator,external,individual,outside,0.000194212,1,0.00045458,8.83E-08,0,0
 Dackson; Keith ,East Aurora,NY,Innovator,external,individual,outside,0.000194212,1,0.000454762,8.83E-08,0,0
 Dada; Emmanuel A.,Bensalem,PA,Innovator,external,individual,outside,0.000194212,1,0.000454721,8.83E-08,0,0
 Dahanukar; Vilas ,Hyderabad,IN,Innovator,external,individual,outside,0.000194212,1,0.000454822,8.83E-08,0,0
 Dahanukar; Vilas A.,Edison,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454822,8.83E-08,0,0
